TC ID,Test type,Test case Name,Description,Actions,Expected Results,Test Repository Path,Status,User story,Priority
1,Manual,TC01 Verify updated error message  should be displayed when user's myAccess request is approved & they are awaiting LOB access ,Verify updated error message  should be displayed when user's myAccess request is approved & they are awaiting LOB access ,1.Log in with new account who dont have access to LOB.                                                               2.Check whether the new error message is coming.,"“Thank you for accessing the eZdocs URL. Your Access Central request has been approved by your manager. If you haven’t already, please submit a ServiceNow ticket via eWP Home - eWP Service Portal to request LOB access. If the ticket is already submitted, sit tight—your eZdocs account will be set up shortly. “ should be displayed",BAU Dec 2025/EZ-288,Todo,EZ-288,
